('karaf-4.2.2', 'shell/ssh/src/main/java/org/apache/karaf/shell/ssh/ShellFactoryImpl.java', 'KARAF-6112', '9551dc2842f2467b965a6710a0c1ae223b3ccad3')
('karaf-2.3.3', 'management/boot/src/main/java/org/apache/karaf/management/boot/KarafMBeanServerBuilder.java', 'KARAF-2513', '738959b5e943eb578782fc35a0b9f152058624ec')
('karaf-3.0.4', 'webconsole/http/src/main/java/org/apache/karaf/webconsole/http/WebEventHandler.java', 'KARAF-3842', '989386d8fc71cbdd3682cf054ea27de93e37dfb1')
('karaf-4.0.0', 'webconsole/http/src/main/java/org/apache/karaf/webconsole/http/WebEventHandler.java', 'KARAF-3842', '989386d8fc71cbdd3682cf054ea27de93e37dfb1')
('karaf-4.0.0.M3', 'webconsole/http/src/main/java/org/apache/karaf/webconsole/http/WebEventHandler.java', 'KARAF-3842', '989386d8fc71cbdd3682cf054ea27de93e37dfb1')
('karaf-4.0.0.M2', 'webconsole/http/src/main/java/org/apache/karaf/webconsole/http/WebEventHandler.java', 'KARAF-3842', '989386d8fc71cbdd3682cf054ea27de93e37dfb1')
('karaf-3.0.3', 'webconsole/http/src/main/java/org/apache/karaf/webconsole/http/WebEventHandler.java', 'KARAF-3842', '989386d8fc71cbdd3682cf054ea27de93e37dfb1')
('karaf-4.0.0.M1', 'webconsole/http/src/main/java/org/apache/karaf/webconsole/http/WebEventHandler.java', 'KARAF-3842', '989386d8fc71cbdd3682cf054ea27de93e37dfb1')
('karaf-3.0.2', 'webconsole/http/src/main/java/org/apache/karaf/webconsole/http/WebEventHandler.java', 'KARAF-3842', '989386d8fc71cbdd3682cf054ea27de93e37dfb1')
('karaf-3.0.0', 'webconsole/http/src/main/java/org/apache/karaf/webconsole/http/WebEventHandler.java', 'KARAF-3842', '989386d8fc71cbdd3682cf054ea27de93e37dfb1')
('karaf-3.0.0.RC1', 'webconsole/http/src/main/java/org/apache/karaf/webconsole/http/WebEventHandler.java', 'KARAF-3842', '989386d8fc71cbdd3682cf054ea27de93e37dfb1')
('karaf-3.0.4', 'web/src/main/java/org/apache/karaf/web/internal/osgi/Activator.java', 'KARAF-3842', '16dcd1ebebcb4c14289ec7ef49fbcd8006176bb0')
('karaf-3.0.4', 'http/src/main/java/org/apache/karaf/http/core/internal/ServletEventHandler.java', 'KARAF-3842', '16dcd1ebebcb4c14289ec7ef49fbcd8006176bb0')
('karaf-3.0.4', 'http/src/main/java/org/apache/karaf/http/core/internal/osgi/Activator.java', 'KARAF-3842', '16dcd1ebebcb4c14289ec7ef49fbcd8006176bb0')
('karaf-3.0.4', 'web/src/main/java/org/apache/karaf/web/internal/WebContainerServiceImpl.java', 'KARAF-3842', '16dcd1ebebcb4c14289ec7ef49fbcd8006176bb0')
('karaf-3.0.4', 'webconsole/http/src/main/java/org/apache/karaf/webconsole/http/ServletEventHandler.java', 'KARAF-3842', '16dcd1ebebcb4c14289ec7ef49fbcd8006176bb0')
('karaf-4.0.0', 'webconsole/http/src/main/java/org/apache/karaf/webconsole/http/ServletEventHandler.java', 'KARAF-3842', '16dcd1ebebcb4c14289ec7ef49fbcd8006176bb0')
('karaf-4.0.0.M3', 'webconsole/http/src/main/java/org/apache/karaf/webconsole/http/ServletEventHandler.java', 'KARAF-3842', '16dcd1ebebcb4c14289ec7ef49fbcd8006176bb0')
('karaf-4.0.0.M2', 'webconsole/http/src/main/java/org/apache/karaf/webconsole/http/ServletEventHandler.java', 'KARAF-3842', '16dcd1ebebcb4c14289ec7ef49fbcd8006176bb0')
('karaf-3.0.3', 'webconsole/http/src/main/java/org/apache/karaf/webconsole/http/ServletEventHandler.java', 'KARAF-3842', '16dcd1ebebcb4c14289ec7ef49fbcd8006176bb0')
('karaf-4.0.0.M1', 'webconsole/http/src/main/java/org/apache/karaf/webconsole/http/ServletEventHandler.java', 'KARAF-3842', '16dcd1ebebcb4c14289ec7ef49fbcd8006176bb0')
('karaf-3.0.2', 'webconsole/http/src/main/java/org/apache/karaf/webconsole/http/ServletEventHandler.java', 'KARAF-3842', '16dcd1ebebcb4c14289ec7ef49fbcd8006176bb0')
('karaf-3.0.0', 'webconsole/http/src/main/java/org/apache/karaf/webconsole/http/ServletEventHandler.java', 'KARAF-3842', '16dcd1ebebcb4c14289ec7ef49fbcd8006176bb0')
('karaf-3.0.0.RC1', 'webconsole/http/src/main/java/org/apache/karaf/webconsole/http/ServletEventHandler.java', 'KARAF-3842', '16dcd1ebebcb4c14289ec7ef49fbcd8006176bb0')
('karaf-2.3.5', 'main/src/main/java/org/apache/karaf/main/ConfigProperties.java', 'KARAF-2992', '78bf566d5104aa5ed91754ba3dcdb88c9c498ed7')
('karaf-2.3.5', 'shell/core/src/main/java/org/apache/karaf/shell/support/ShellUtil.java', 'KARAF-2991', 'b4f8ee6f5a40291c6ab0d55e0c22545ae6da029a')
('karaf-2.3.5', 'shell/console/src/main/java/org/apache/karaf/shell/util/ShellUtil.java', 'KARAF-2991', 'd68fba1da6c68a28d59ba6c2ee3bfcf4ca41a9df')
('karaf-2.3.5', 'shell/core/src/main/java/org/apache/karaf/shell/support/ShellUtil.java', 'KARAF-2991', 'd68fba1da6c68a28d59ba6c2ee3bfcf4ca41a9df')
('karaf-2.2.5', 'shell/config/src/main/java/org/apache/karaf/shell/config/completers/ConfigurationPropertyCompleter.java', 'KARAF-1257', '269d23a020e1d036cd1dbfe34e73e4847e2dc19d')
('karaf-2.4.1', 'jms/src/main/java/org/apache/karaf/jms/internal/JmsMBeanImpl.java', 'KARAF-3430', 'f7ee506e8f59f2d7cf72791570f00b0f7e538d02')
('karaf-2.4.1', 'jms/src/main/java/org/apache/karaf/jms/internal/JmsServiceImpl.java', 'KARAF-3430', 'f7ee506e8f59f2d7cf72791570f00b0f7e538d02')
('karaf-2.4.1', 'jms/src/main/java/org/apache/karaf/jms/command/CreateCommand.java', 'KARAF-3430', 'f7ee506e8f59f2d7cf72791570f00b0f7e538d02')
('karaf-2.4.1', 'jms/src/main/java/org/apache/karaf/jms/JmsMBean.java', 'KARAF-3430', 'f7ee506e8f59f2d7cf72791570f00b0f7e538d02')
('karaf-2.4.1', 'jms/src/main/java/org/apache/karaf/jms/JmsService.java', 'KARAF-3430', 'f7ee506e8f59f2d7cf72791570f00b0f7e538d02')
('karaf-2.2.5', 'tooling/karaf-maven-plugin/src/main/java/org/apache/karaf/tooling/features/InstallKarsMojo.java', 'KARAF-1247', '0e676e930886a9b613a55abcd7994fac0764b164')
('karaf-2.2.5', 'tooling/karaf-maven-plugin/src/main/java/org/apache/karaf/tooling/features/MavenUtil.java', 'KARAF-1247', '0e676e930886a9b613a55abcd7994fac0764b164')
('karaf-2.4.1', 'tooling/karaf-maven-plugin/src/main/java/org/apache/karaf/tooling/features/InstallKarsMojo.java', 'KARAF-3425', '020984abd3bc6ae9e7f6806d7b4dfdc24d7615c1')
('karaf-2.3.10', 'shell/ssh/src/main/java/org/apache/karaf/shell/ssh/ServerKeyVerifierImpl.java', 'KARAF-3423', 'afbd611de8a9d728f50c67bd8c627ce47c0a8f50')
('karaf-2.3.10', 'shell/ssh/src/main/java/org/apache/karaf/shell/ssh/KnownHostsManager.java', 'KARAF-3423', 'afbd611de8a9d728f50c67bd8c627ce47c0a8f50')
('karaf-2.3.10', 'shell/ssh/src/main/java/org/apache/karaf/shell/ssh/SshAction.java', 'KARAF-3423', 'afbd611de8a9d728f50c67bd8c627ce47c0a8f50')
('karaf-2.3.9', 'shell/ssh/src/main/java/org/apache/karaf/shell/ssh/SshAction.java', 'KARAF-3423', 'afbd611de8a9d728f50c67bd8c627ce47c0a8f50')
('karaf-2.3.8', 'shell/ssh/src/main/java/org/apache/karaf/shell/ssh/SshAction.java', 'KARAF-3423', 'afbd611de8a9d728f50c67bd8c627ce47c0a8f50')
('karaf-2.3.7', 'shell/ssh/src/main/java/org/apache/karaf/shell/ssh/SshAction.java', 'KARAF-3423', 'afbd611de8a9d728f50c67bd8c627ce47c0a8f50')
('karaf-2.3.6', 'shell/ssh/src/main/java/org/apache/karaf/shell/ssh/SshAction.java', 'KARAF-3423', 'afbd611de8a9d728f50c67bd8c627ce47c0a8f50')
('karaf-2.3.5', 'shell/ssh/src/main/java/org/apache/karaf/shell/ssh/SshAction.java', 'KARAF-3423', 'afbd611de8a9d728f50c67bd8c627ce47c0a8f50')
('karaf-2.3.4', 'shell/ssh/src/main/java/org/apache/karaf/shell/ssh/SshAction.java', 'KARAF-3423', 'afbd611de8a9d728f50c67bd8c627ce47c0a8f50')
('karaf-2.3.3', 'shell/ssh/src/main/java/org/apache/karaf/shell/ssh/SshAction.java', 'KARAF-3423', 'afbd611de8a9d728f50c67bd8c627ce47c0a8f50')
('karaf-2.3.2', 'shell/ssh/src/main/java/org/apache/karaf/shell/ssh/SshAction.java', 'KARAF-3423', 'afbd611de8a9d728f50c67bd8c627ce47c0a8f50')
('karaf-2.3.10', 'instance/src/main/java/org/apache/karaf/instance/command/ConnectCommand.java', 'KARAF-3423', '2e288d2810a1600fd55d81c59a1e9c557961fe80')
('karaf-2.3.10', 'shell/ssh/src/main/java/org/apache/karaf/shell/ssh/SshAction.java', 'KARAF-3423', '2e288d2810a1600fd55d81c59a1e9c557961fe80')
('karaf-2.3.9', 'shell/ssh/src/main/java/org/apache/karaf/shell/ssh/SshAction.java', 'KARAF-3423', '2e288d2810a1600fd55d81c59a1e9c557961fe80')
('karaf-2.3.8', 'shell/ssh/src/main/java/org/apache/karaf/shell/ssh/SshAction.java', 'KARAF-3423', '2e288d2810a1600fd55d81c59a1e9c557961fe80')
('karaf-2.3.7', 'shell/ssh/src/main/java/org/apache/karaf/shell/ssh/SshAction.java', 'KARAF-3423', '2e288d2810a1600fd55d81c59a1e9c557961fe80')
('karaf-2.3.6', 'shell/ssh/src/main/java/org/apache/karaf/shell/ssh/SshAction.java', 'KARAF-3423', '2e288d2810a1600fd55d81c59a1e9c557961fe80')
('karaf-2.3.5', 'shell/ssh/src/main/java/org/apache/karaf/shell/ssh/SshAction.java', 'KARAF-3423', '2e288d2810a1600fd55d81c59a1e9c557961fe80')
('karaf-2.3.4', 'shell/ssh/src/main/java/org/apache/karaf/shell/ssh/SshAction.java', 'KARAF-3423', '2e288d2810a1600fd55d81c59a1e9c557961fe80')
('karaf-2.3.3', 'shell/ssh/src/main/java/org/apache/karaf/shell/ssh/SshAction.java', 'KARAF-3423', '2e288d2810a1600fd55d81c59a1e9c557961fe80')
('karaf-2.3.2', 'shell/ssh/src/main/java/org/apache/karaf/shell/ssh/SshAction.java', 'KARAF-3423', '2e288d2810a1600fd55d81c59a1e9c557961fe80')
('karaf-2.3.3', 'shell/console/src/main/java/org/apache/karaf/shell/console/NameScoping.java', 'KARAF-2577', 'e41417de27b41666cb41b24127843f429273b928')
('karaf-2.3.2', 'shell/console/src/main/java/org/apache/karaf/shell/console/NameScoping.java', 'KARAF-2577', 'e41417de27b41666cb41b24127843f429273b928')
('karaf-2.2.11', 'shell/console/src/main/java/org/apache/karaf/shell/console/NameScoping.java', 'KARAF-2577', 'e41417de27b41666cb41b24127843f429273b928')
('karaf-3.0.0.RC1', 'shell/console/src/main/java/org/apache/karaf/shell/console/NameScoping.java', 'KARAF-2577', 'e41417de27b41666cb41b24127843f429273b928')
('karaf-2.3.1', 'shell/console/src/main/java/org/apache/karaf/shell/console/NameScoping.java', 'KARAF-2577', 'e41417de27b41666cb41b24127843f429273b928')
('karaf-2.2.10', 'shell/console/src/main/java/org/apache/karaf/shell/console/NameScoping.java', 'KARAF-2577', 'e41417de27b41666cb41b24127843f429273b928')
('karaf-2.3.0', 'shell/console/src/main/java/org/apache/karaf/shell/console/NameScoping.java', 'KARAF-2577', 'e41417de27b41666cb41b24127843f429273b928')
('karaf-2.2.9', 'shell/console/src/main/java/org/apache/karaf/shell/console/NameScoping.java', 'KARAF-2577', 'e41417de27b41666cb41b24127843f429273b928')
('karaf-2.2.8', 'shell/console/src/main/java/org/apache/karaf/shell/console/NameScoping.java', 'KARAF-2577', 'e41417de27b41666cb41b24127843f429273b928')
('karaf-2.2.7', 'shell/console/src/main/java/org/apache/karaf/shell/console/NameScoping.java', 'KARAF-2577', 'e41417de27b41666cb41b24127843f429273b928')
('karaf-2.2.6', 'shell/console/src/main/java/org/apache/karaf/shell/console/NameScoping.java', 'KARAF-2577', 'e41417de27b41666cb41b24127843f429273b928')
('karaf-2.2.5', 'shell/console/src/main/java/org/apache/karaf/shell/console/NameScoping.java', 'KARAF-2577', 'e41417de27b41666cb41b24127843f429273b928')
('karaf-2.2.4', 'shell/console/src/main/java/org/apache/karaf/shell/console/NameScoping.java', 'KARAF-2577', 'e41417de27b41666cb41b24127843f429273b928')
('karaf-2.2.3', 'shell/console/src/main/java/org/apache/karaf/shell/console/NameScoping.java', 'KARAF-2577', 'e41417de27b41666cb41b24127843f429273b928')
('karaf-2.2.2', 'shell/console/src/main/java/org/apache/karaf/shell/console/NameScoping.java', 'KARAF-2577', 'e41417de27b41666cb41b24127843f429273b928')
('karaf-2.2.1', 'shell/console/src/main/java/org/apache/karaf/shell/console/NameScoping.java', 'KARAF-2577', 'e41417de27b41666cb41b24127843f429273b928')
('karaf-2.2.0', 'shell/console/src/main/java/org/apache/karaf/shell/console/NameScoping.java', 'KARAF-2577', 'e41417de27b41666cb41b24127843f429273b928')
('karaf-2.3.3', 'shell/ssh/src/main/java/org/apache/karaf/shell/ssh/SshAction.java', 'KARAF-2574', '9ce1a69d82b125189b1e7533b3696ed61c5d8fe8')
('karaf-2.3.2', 'shell/ssh/src/main/java/org/apache/karaf/shell/ssh/SshAction.java', 'KARAF-2574', '9ce1a69d82b125189b1e7533b3696ed61c5d8fe8')
('karaf-2.2.5', 'shell/config/src/main/java/org/apache/karaf/shell/config/ConfigRepository.java', 'KARAF-1243', 'da1567630c52f1dba13cac61c111bfb410698b44')
('karaf-2.2.5', 'management/mbeans/config/src/main/java/org/apache/karaf/management/mbeans/config/ConfigMBean.java', 'KARAF-1243', '571cd0e33792696214247e25576e2ff9c9a82b09')
('karaf-2.2.5', 'management/mbeans/config/src/main/java/org/apache/karaf/management/mbeans/config/internal/ConfigMBeanImpl.java', 'KARAF-1243', '571cd0e33792696214247e25576e2ff9c9a82b09')
('karaf-2.2.5', 'shell/config/src/main/java/org/apache/karaf/shell/config/ConfigPropertyCommandSupport.java', 'KARAF-1243', '571cd0e33792696214247e25576e2ff9c9a82b09')
('karaf-2.2.4', 'management/mbeans/config/src/main/java/org/apache/karaf/management/mbeans/config/ConfigMBean.java', 'KARAF-1243', '571cd0e33792696214247e25576e2ff9c9a82b09')
('karaf-4.0.7', 'profile/src/main/java/org/apache/karaf/profile/assembly/Builder.java', 'KARAF-4752', '46b26566fc81f14113f0df215240563c1f5ae270')
('karaf-4.0.7', 'tooling/karaf-maven-plugin/src/main/java/org/apache/karaf/tooling/AssemblyMojo.java', 'KARAF-4752', '46b26566fc81f14113f0df215240563c1f5ae270')
('karaf-4.0.7', 'tooling/karaf-maven-plugin/src/main/java/org/apache/karaf/tooling/VerifyMojo.java', 'KARAF-4752', '46b26566fc81f14113f0df215240563c1f5ae270')
('karaf-4.0.6', 'tooling/karaf-maven-plugin/src/main/java/org/apache/karaf/tooling/AssemblyMojo.java', 'KARAF-4752', '46b26566fc81f14113f0df215240563c1f5ae270')
('karaf-4.0.6', 'tooling/karaf-maven-plugin/src/main/java/org/apache/karaf/tooling/VerifyMojo.java', 'KARAF-4752', '46b26566fc81f14113f0df215240563c1f5ae270')
('karaf-4.0.5', 'tooling/karaf-maven-plugin/src/main/java/org/apache/karaf/tooling/VerifyMojo.java', 'KARAF-4752', '46b26566fc81f14113f0df215240563c1f5ae270')
('karaf-2.3.3', 'main/src/main/java/org/apache/karaf/main/Main.java', 'KARAF-2572', 'f4dd9f6b3ff3738eadd6d70704fe5db9b8c7ee31')
('karaf-2.3.3', 'main/src/main/java/org/apache/karaf/main/util/BootstrapLogManager.java', 'KARAF-2572', 'f4dd9f6b3ff3738eadd6d70704fe5db9b8c7ee31')
('karaf-2.3.2', 'main/src/main/java/org/apache/karaf/main/Main.java', 'KARAF-2572', 'f4dd9f6b3ff3738eadd6d70704fe5db9b8c7ee31')
('karaf-2.3.3', 'main/src/main/java/org/apache/karaf/main/Main.java', 'KARAF-2572', '21f5c284a5c6f514e57f938071b52b478d8e5670')
('karaf-2.3.3', 'main/src/main/java/org/apache/karaf/main/util/BootstrapLogManager.java', 'KARAF-2572', '21f5c284a5c6f514e57f938071b52b478d8e5670')
('karaf-2.3.3', 'main/src/main/java/org/apache/karaf/main/lock/SimpleFileLock.java', 'KARAF-2572', '21f5c284a5c6f514e57f938071b52b478d8e5670')
('karaf-2.3.2', 'main/src/main/java/org/apache/karaf/main/Main.java', 'KARAF-2572', '21f5c284a5c6f514e57f938071b52b478d8e5670')
('karaf-2.2.5', 'scr/command/src/main/java/org/apache/karaf/scr/command/ListCommandComponent.java', 'KARAF-1242', '93ab53cf589d03adcd567eb9056416b826c0d73e')
('karaf-2.2.5', 'scr/command/src/main/java/org/apache/karaf/scr/command/DeactivateCommandComponent.java', 'KARAF-1242', '93ab53cf589d03adcd567eb9056416b826c0d73e')
('karaf-2.2.5', 'scr/command/src/main/java/org/apache/karaf/scr/command/DetailsCommandComponent.java', 'KARAF-1242', '93ab53cf589d03adcd567eb9056416b826c0d73e')
('karaf-2.2.5', 'scr/command/src/main/java/org/apache/karaf/scr/command/action/DeactivateAction.java', 'KARAF-1242', '93ab53cf589d03adcd567eb9056416b826c0d73e')
('karaf-2.2.5', 'scr/command/src/main/java/org/apache/karaf/scr/command/action/ListAction.java', 'KARAF-1242', '93ab53cf589d03adcd567eb9056416b826c0d73e')
('karaf-2.2.5', 'scr/command/src/main/java/org/apache/karaf/scr/command/action/ActivateAction.java', 'KARAF-1242', '93ab53cf589d03adcd567eb9056416b826c0d73e')
('karaf-2.2.5', 'scr/command/src/main/java/org/apache/karaf/scr/command/ScrCommandSupport.java', 'KARAF-1242', '93ab53cf589d03adcd567eb9056416b826c0d73e')
('karaf-2.2.5', 'scr/management/src/main/java/org/apache/karaf/scr/management/internal/ScrServiceMBeanImpl.java', 'KARAF-1242', '93ab53cf589d03adcd567eb9056416b826c0d73e')
('karaf-2.2.5', 'scr/command/src/main/java/org/apache/karaf/scr/command/action/ScrActionSupport.java', 'KARAF-1242', '93ab53cf589d03adcd567eb9056416b826c0d73e')
('karaf-2.2.5', 'scr/command/src/main/java/org/apache/karaf/scr/command/ActivateCommandComponent.java', 'KARAF-1242', '93ab53cf589d03adcd567eb9056416b826c0d73e')
('karaf-2.2.5', 'scr/command/src/main/java/org/apache/karaf/scr/command/action/DetailsAction.java', 'KARAF-1242', '93ab53cf589d03adcd567eb9056416b826c0d73e')
('karaf-4.0.7', 'system/src/main/java/org/apache/karaf/system/management/internal/SystemMBeanImpl.java', 'KARAF-4745', '0885f0a658f7ade2e9e3224ea36d0ea7519e80f1')
('karaf-4.0.7', 'bundle/core/src/main/java/org/apache/karaf/bundle/core/internal/BundlesMBeanImpl.java', 'KARAF-4745', '0885f0a658f7ade2e9e3224ea36d0ea7519e80f1')
('karaf-4.0.7', 'web/src/main/java/org/apache/karaf/web/management/internal/WebMBeanImpl.java', 'KARAF-4745', '0885f0a658f7ade2e9e3224ea36d0ea7519e80f1')
('karaf-4.0.7', 'jdbc/src/main/java/org/apache/karaf/jdbc/internal/JdbcMBeanImpl.java', 'KARAF-4745', '0885f0a658f7ade2e9e3224ea36d0ea7519e80f1')
('karaf-4.0.7', 'obr/src/main/java/org/apache/karaf/obr/core/internal/ObrMBeanImpl.java', 'KARAF-4745', '0885f0a658f7ade2e9e3224ea36d0ea7519e80f1')
('karaf-4.0.7', 'wrapper/src/main/java/org/apache/karaf/wrapper/management/internal/WrapperMBeanImpl.java', 'KARAF-4745', '0885f0a658f7ade2e9e3224ea36d0ea7519e80f1')
('karaf-4.0.7', 'instance/src/main/java/org/apache/karaf/instance/core/internal/InstancesMBeanImpl.java', 'KARAF-4745', '0885f0a658f7ade2e9e3224ea36d0ea7519e80f1')
('karaf-4.0.7', 'scr/management/src/main/java/org/apache/karaf/scr/management/internal/ScrServiceMBeanImpl.java', 'KARAF-4745', '0885f0a658f7ade2e9e3224ea36d0ea7519e80f1')
('karaf-4.0.7', 'http/src/main/java/org/apache/karaf/http/core/internal/HttpMBeanImpl.java', 'KARAF-4745', '0885f0a658f7ade2e9e3224ea36d0ea7519e80f1')
('karaf-4.0.7', 'config/src/main/java/org/apache/karaf/config/core/impl/ConfigMBeanImpl.java', 'KARAF-4745', '0885f0a658f7ade2e9e3224ea36d0ea7519e80f1')
('karaf-4.0.7', 'kar/src/main/java/org/apache/karaf/kar/internal/KarsMBeanImpl.java', 'KARAF-4745', '0885f0a658f7ade2e9e3224ea36d0ea7519e80f1')
('karaf-4.0.7', 'service/core/src/main/java/org/apache/karaf/service/core/internal/ServicesMBeanImpl.java', 'KARAF-4745', '0885f0a658f7ade2e9e3224ea36d0ea7519e80f1')
('karaf-4.0.6', 'system/src/main/java/org/apache/karaf/system/management/internal/SystemMBeanImpl.java', 'KARAF-4745', '0885f0a658f7ade2e9e3224ea36d0ea7519e80f1')
('karaf-4.0.6', 'bundle/core/src/main/java/org/apache/karaf/bundle/core/internal/BundlesMBeanImpl.java', 'KARAF-4745', '0885f0a658f7ade2e9e3224ea36d0ea7519e80f1')
('karaf-4.0.6', 'web/src/main/java/org/apache/karaf/web/management/internal/WebMBeanImpl.java', 'KARAF-4745', '0885f0a658f7ade2e9e3224ea36d0ea7519e80f1')
('karaf-4.0.6', 'jdbc/src/main/java/org/apache/karaf/jdbc/internal/JdbcMBeanImpl.java', 'KARAF-4745', '0885f0a658f7ade2e9e3224ea36d0ea7519e80f1')
('karaf-4.0.6', 'obr/src/main/java/org/apache/karaf/obr/core/internal/ObrMBeanImpl.java', 'KARAF-4745', '0885f0a658f7ade2e9e3224ea36d0ea7519e80f1')
('karaf-4.0.6', 'wrapper/src/main/java/org/apache/karaf/wrapper/management/internal/WrapperMBeanImpl.java', 'KARAF-4745', '0885f0a658f7ade2e9e3224ea36d0ea7519e80f1')
('karaf-4.0.6', 'instance/src/main/java/org/apache/karaf/instance/core/internal/InstancesMBeanImpl.java', 'KARAF-4745', '0885f0a658f7ade2e9e3224ea36d0ea7519e80f1')
('karaf-4.0.6', 'scr/management/src/main/java/org/apache/karaf/scr/management/internal/ScrServiceMBeanImpl.java', 'KARAF-4745', '0885f0a658f7ade2e9e3224ea36d0ea7519e80f1')
('karaf-4.0.6', 'http/src/main/java/org/apache/karaf/http/core/internal/HttpMBeanImpl.java', 'KARAF-4745', '0885f0a658f7ade2e9e3224ea36d0ea7519e80f1')
('karaf-4.0.6', 'config/src/main/java/org/apache/karaf/config/core/impl/ConfigMBeanImpl.java', 'KARAF-4745', '0885f0a658f7ade2e9e3224ea36d0ea7519e80f1')
('karaf-4.0.6', 'kar/src/main/java/org/apache/karaf/kar/internal/KarsMBeanImpl.java', 'KARAF-4745', '0885f0a658f7ade2e9e3224ea36d0ea7519e80f1')
('karaf-4.0.6', 'service/core/src/main/java/org/apache/karaf/service/core/internal/ServicesMBeanImpl.java', 'KARAF-4745', '0885f0a658f7ade2e9e3224ea36d0ea7519e80f1')
('karaf-3.0.8', 'scr/management/src/main/java/org/apache/karaf/scr/management/internal/ScrServiceMBeanImpl.java', 'KARAF-4745', '0885f0a658f7ade2e9e3224ea36d0ea7519e80f1')
('karaf-3.0.8', 'service/core/src/main/java/org/apache/karaf/service/core/internal/ServicesMBeanImpl.java', 'KARAF-4745', '0885f0a658f7ade2e9e3224ea36d0ea7519e80f1')
('karaf-3.0.7', 'scr/management/src/main/java/org/apache/karaf/scr/management/internal/ScrServiceMBeanImpl.java', 'KARAF-4745', '0885f0a658f7ade2e9e3224ea36d0ea7519e80f1')
('karaf-3.0.7', 'service/core/src/main/java/org/apache/karaf/service/core/internal/ServicesMBeanImpl.java', 'KARAF-4745', '0885f0a658f7ade2e9e3224ea36d0ea7519e80f1')
('karaf-4.0.5', 'system/src/main/java/org/apache/karaf/system/management/internal/SystemMBeanImpl.java', 'KARAF-4745', '0885f0a658f7ade2e9e3224ea36d0ea7519e80f1')
